# 2048
-3.56689 -0.125766
-19.9266 -1.58843
-4.91056 -15.4296
-2.11384 -8.37477
-2.84281 -3.69987
-12.7939 -23.4394
29.2288 -20.0309
3.3569 9.54443
13.882 -17.3708
17.8983 16.0269
-2.28921 3.20941
4.74393 4.78002
-0.127153 0.432426
3.20757 3.11292
0.314503 -0.107339
2.57297 2.32068
0.483898 -0.285648
2.22788 1.84142
0.568401 -0.355432
2.01379 1.51555
0.617342 -0.383476
1.86991 1.27773
0.648551 -0.393261
1.76775 1.09568
0.669822 -0.394502
1.69221 0.95142
0.685032 -0.391661
1.63458 0.834105
0.696297 -0.386929
1.58949 0.736739
0.70486 -0.381436
1.55347 0.654607
0.711491 -0.375776
1.5242 0.584395
0.716692 -0.370266
1.50006 0.523707
0.720799 -0.36507
1.47991 0.470757
0.724048 -0.36027
1.46289 0.424191
0.726606 -0.3559
1.44839 0.382955
0.728595 -0.351969
1.43593 0.346223
0.730104 -0.348472
1.42516 0.313331
0.731203 -0.345396
1.41579 0.283743
0.731943 -0.342726
1.4076 0.257019
0.732363 -0.340447
1.40042 0.232796
0.732494 -0.338543
1.3941 0.210771
0.732358 -0.337
1.38854 0.190686
0.731973 -0.335808
1.38364 0.172326
0.731353 -0.334957
1.37932 0.155505
0.730505 -0.334439
1.37553 0.140065
0.729437 -0.334252
1.37222 0.125867
0.728152 -0.334392
1.36935 0.112793
0.726649 -0.334861
1.36688 0.100738
0.724929 -0.335663
1.3648 0.0896108
0.722986 -0.336803
1.36307 0.079331
0.720816 -0.33829
1.36169 0.0698278
0.71841 -0.340136
1.36065 0.0610383
0.715758 -0.342358
1.35994 0.0529068
0.712848 -0.344973
1.35956 0.0453837
0.709664 -0.348005
1.35952 0.0384246
0.706188 -0.351481
1.35981 0.0319901
0.702399 -0.355432
1.36046 0.0260449
0.698272 -0.359898
1.36147 0.0205574
0.693778 -0.364922
1.36288 0.0154997
0.688883 -0.370557
1.36469 0.0108467
0.683546 -0.376865
1.36694 0.0065763
0.67772 -0.383917
1.36968 0.00266906
0.67135 -0.391799
1.37295 -0.000891898
0.664369 -0.400612
1.37681 -0.00412101
0.6567 -0.410476
1.38132 -0.00703026
0.648247 -0.421537
1.38657 -0.00962912
0.638898 -0.43397
1.39267 -0.0119245
0.628513 -0.447986
1.39974 -0.0139203
0.616921 -0.463848
1.40795 -0.0156175
0.60391 -0.48188
1.41748 -0.0170131
0.589211 -0.502492
1.42859 -0.0180999
0.572484 -0.526203
1.44161 -0.0188649
0.553284 -0.553686
1.45696 -0.0192882
0.531026 -0.585828
1.47521 -0.0193403
0.504922 -0.623819
1.49713 -0.018979
0.473879 -0.669296
1.52378 -0.0181439
0.43635 -0.724572
1.55673 -0.0167485
0.390056 -0.793028
1.59828 -0.0146674
0.331503 -0.879811
1.65204 -0.011715
0.25505 -0.993147
1.72399 -0.00761098
0.15096 -1.14706
1.82477 -0.00192364
0.000854512 -1.36758
1.97537 0.00600342
-0.234574 -1.70903
2.22369 0.0169883
-0.657112 -2.30677
2.70793 0.0300112
-1.6357 -3.61734
4.05733 0.00552865
-6.25417 -8.69541
20.873 -10.7037
7.03898 16.6907
-2.3923 -0.704967
3.24689 4.31
-0.507428 -0.277182
2.28943 2.42816
0.0768155 -0.182261
1.87146 1.67337
0.360321 -0.142282
1.63761 1.26726
0.527375 -0.120416
1.4881 1.01393
0.637264 -0.106579
1.38416 0.841054
0.714881 -0.09695
1.3076 0.715724
0.772506 -0.0897741
1.24878 0.620823
0.816892 -0.0841377
1.20209 0.546567
0.852063 -0.0795195
1.16406 0.48696
0.880566 -0.0756011
1.13243 0.438119
0.904091 -0.0721772
1.10565 0.397424
0.923802 -0.0691095
1.08263 0.363037
0.94053 -0.0663018
1.0626 0.333635
0.954883 -0.0636849
1.04496 0.308241
0.967315 -0.0612076
1.02928 0.286114
0.978174 -0.0588315
1.0152 0.266687
0.987729 -0.0565268
1.00246 0.249514
0.996193 -0.0542701
0.990844 0.234244
1.00374 -0.0520427
0.980179 0.220593
1.0105 -0.0498293
0.970325 0.20833
1.01659 -0.0476169
0.961163 0.197267
1.02211 -0.0453949
0.952596 0.187245
1.02713 -0.0431538
0.944541 0.178134
1.03172 -0.0408852
0.936929 0.169824
1.03594 -0.0385816
0.929699 0.162219
1.03984 -0.036236
0.922798 0.155239
1.04345 -0.0338416
0.916181 0.148816
1.04681 -0.0313921
0.909806 0.142888
1.04996 -0.0288811
0.903638 0.137403
1.05293 -0.0263021
0.897643 0.132315
1.05574 -0.0236486
0.891792 0.127584
1.05841 -0.0209136
0.886056 0.123173
1.06097 -0.0180899
0.880409 0.11905
1.06344 -0.0151697
0.874827 0.115186
1.06584 -0.0121446
0.869285 0.111554
1.06818 -0.00900528
0.86376 0.10813
1.07048 -0.00574174
0.858228 0.104893
1.07277 -0.00234274
0.852665 0.101822
1.07505 0.00120421
0.847048 0.0988967
1.07735 0.00491313
0.84135 0.0961
1.07969 0.00879984
0.835545 0.0934142
1.08207 0.0128823
0.829605 0.0908223
1.08454 0.0171809
0.823496 0.0883076
1.0871 0.0217193
0.817185 0.0858536
1.08978 0.0265244
0.810634 0.0834432
1.09261 0.0316277
0.803797 0.0810591
1.09561 0.0370659
0.796625 0.0786827
1.09884 0.0428821
0.789059 0.0762942
1.10231 0.0491271
0.781032 0.0738721
1.1061 0.0558618
0.772464 0.0713922
1.11023 0.0631592
0.763257 0.0688272
1.1148 0.0711077
0.753297 0.0661454
1.11988 0.0798156
0.742439 0.0633097
1.12556 0.0894171
0.730508 0.0602754
1.13199 0.10008
0.717281 0.056988
1.13932 0.112017
0.702474 0.0533799
1.14775 0.125504
0.685717 0.0493652
1.15757 0.1409
0.66652 0.0448331
1.16914 0.158686
0.64422 0.039637
1.18297 0.179523
0.617893 0.0335782
1.19978 0.204335
0.586216 0.0263807
1.22062 0.234467
0.54722 0.0176479
1.24712 0.271946
0.49785 0.00678982
1.28187 0.319979
0.433078 -0.00711007
1.32936 0.383956
0.344025 -0.0255493
1.39798 0.473684
0.213395 -0.0511201
1.50555 0.609063
0.00242965 -0.0885591
1.6975 0.837439
-0.397105 -0.146122
2.13272 1.30466
-1.44044 -0.214147
3.95389 2.73379
-8.7828 3.33476
0.46628 -10.04
4.24031 1.81358
-0.0947493 -2.17523
2.43253 0.680083
0.324915 -1.19853
1.88201 0.440519
0.516461 -0.831267
1.61769 0.340672
0.624276 -0.638916
1.46236 0.286587
0.693045 -0.520376
1.35998 0.252894
0.740563 -0.439823
1.28727 0.230005
0.775259 -0.381376
1.23287 0.21352
0.80163 -0.336919
1.19055 0.201138
0.822293 -0.301875
1.15661 0.191543
0.83887 -0.273466
1.12875 0.18393
0.852423 -0.249909
1.10541 0.177775
0.863676 -0.230006
1.08554 0.172726
0.873136 -0.212925
1.0684 0.168536
0.881174 -0.198068
1.05342 0.165029
0.888064 -0.184994
1.0402 0.162071
0.894012 -0.173372
1.02843 0.159564
0.89918 -0.162949
1.01786 0.157431
0.903694 -0.153526
1.00831 0.155613
0.907653 -0.144946
0.999616 0.154063
0.911138 -0.137083
0.991662 0.152741
0.914215 -0.129837
0.984344 0.151618
0.916937 -0.123124
0.97758 0.150666
0.91935 -0.116874
0.971302 0.149867
0.921491 -0.111029
0.96545 0.1492
0.923392 -0.105542
0.959976 0.148652
0.925079 -0.100372
0.954838 0.14821
0.926577 -0.0954833
0.95 0.147863
0.927904 -0.0908461
0.945432 0.147601
0.929077 -0.0864344
0.941107 0.147417
0.930113 -0.082226
0.937001 0.147303
0.931023 -0.0782013
0.933095 0.147252
0.931819 -0.0743432
0.929369 0.14726
0.932511 -0.0706366
0.92581 0.147322
0.933109 -0.0670683
0.922401 0.147433
0.93362 -0.0636264
0.919132 0.147589
0.934051 -0.0603007
0.915992 0.147788
0.934408 -0.0570817
0.912969 0.148025
0.934698 -0.053961
0.910055 0.148299
0.934925 -0.0509313
0.907243 0.148606
0.935094 -0.0479858
0.904524 0.148945
0.935209 -0.0451183
0.901893 0.149313
0.935274 -0.0423235
0.899344 0.149709
0.935292 -0.0395962
0.896871 0.15013
0.935266 -0.0369321
0.894468 0.150575
0.9352 -0.0343268
0.892133 0.151043
0.935096 -0.0317768
0.889859 0.151533
0.934957 -0.0292785
0.887645 0.152042
0.934784 -0.0268287
0.885486 0.152571
0.934579 -0.0244247
0.883378 0.153118
0.934345 -0.0220636
0.88132 0.153681
0.934083 -0.0197431
0.879308 0.154261
0.933795 -0.0174609
0.87734 0.154856
0.933483 -0.0152149
0.875414 0.155466
0.933147 -0.0130032
0.873526 0.156089
0.932789 -0.0108239
